,index,Text,id,model,gltr_0,gltr_1,gltr_2,gltr_3,gltr_Label,gpt_zero_Burtiness,gpt_zero_Label,gpt_zero_Perplexity,roberta_Label,roberta_large_Label,roberta_large_score_0,roberta_large_score_1,roberta_score_Fake,roberta_score_Real
7,max,,596,596,,,,,,,,,,,,,,
0,count,0.0,597,597,,,,,,,,,,,,,,
1,mean,,597,597,,,,,,,,,,,,,,
2,std,,597,597,,,,,,,,,,,,,,
3,min,,597,597,,,,,,,,,,,,,,
4,25%,,597,597,,,,,,,,,,,,,,
5,50%,,597,597,,,,,,,,,,,,,,
6,75%,,597,597,,,,,,,,,,,,,,
7,max,,597,597,,,,,,,,,,,,,,
0,count,0.0,598,598,,,,,,,,,,,,,,
1,mean,,598,598,,,,,,,,,,,,,,
2,std,,598,598,,,,,,,,,,,,,,
3,min,,598,598,,,,,,,,,,,,,,
4,25%,,598,598,,,,,,,,,,,,,,
5,50%,,598,598,,,,,,,,,,,,,,
6,75%,,598,598,,,,,,,,,,,,,,
7,max,,598,598,,,,,,,,,,,,,,
0,count,0.0,599,599,,,,,,,,,,,,,,
1,mean,,599,599,,,,,,,,,,,,,,
2,std,,599,599,,,,,,,,,,,,,,
3,min,,599,599,,,,,,,,,,,,,,
4,25%,,599,599,,,,,,,,,,,,,,
5,50%,,599,599,,,,,,,,,,,,,,
6,75%,,599,599,,,,,,,,,,,,,,
7,max,,599,599,,,,,,,,,,,,,,
0,count,0.0,600,600,,,,,,,,,,,,,,
1,mean,,600,600,,,,,,,,,,,,,,
2,std,,600,600,,,,,,,,,,,,,,
3,min,,600,600,,,,,,,,,,,,,,
4,25%,,600,600,,,,,,,,,,,,,,
5,50%,,600,600,,,,,,,,,,,,,,
6,75%,,600,600,,,,,,,,,,,,,,
7,max,,600,600,,,,,,,,,,,,,,
0,count,0.0,601,601,,,,,,,,,,,,,,
1,mean,,601,601,,,,,,,,,,,,,,
2,std,,601,601,,,,,,,,,,,,,,
3,min,,601,601,,,,,,,,,,,,,,
4,25%,,601,601,,,,,,,,,,,,,,
5,50%,,601,601,,,,,,,,,,,,,,
6,75%,,601,601,,,,,,,,,,,,,,
7,max,,601,601,,,,,,,,,,,,,,
0,count,0.0,602,602,,,,,,,,,,,,,,
1,mean,,602,602,,,,,,,,,,,,,,
2,std,,602,602,,,,,,,,,,,,,,
3,min,,602,602,,,,,,,,,,,,,,
4,25%,,602,602,,,,,,,,,,,,,,
5,50%,,602,602,,,,,,,,,,,,,,
6,75%,,602,602,,,,,,,,,,,,,,
7,max,,602,602,,,,,,,,,,,,,,
0,count,0.0,603,603,,,,,,,,,,,,,,
1,mean,,603,603,,,,,,,,,,,,,,
2,std,,603,603,,,,,,,,,,,,,,
3,min,,603,603,,,,,,,,,,,,,,
4,25%,,603,603,,,,,,,,,,,,,,
5,50%,,603,603,,,,,,,,,,,,,,
6,75%,,603,603,,,,,,,,,,,,,,
7,max,,603,603,,,,,,,,,,,,,,
0,count,0.0,604,604,,,,,,,,,,,,,,
1,mean,,604,604,,,,,,,,,,,,,,
2,std,,604,604,,,,,,,,,,,,,,
3,min,,604,604,,,,,,,,,,,,,,
4,25%,,604,604,,,,,,,,,,,,,,
5,50%,,604,604,,,,,,,,,,,,,,
6,75%,,604,604,,,,,,,,,,,,,,
7,max,,604,604,,,,,,,,,,,,,,
0,count,0.0,605,605,,,,,,,,,,,,,,
1,mean,,605,605,,,,,,,,,,,,,,
2,std,,605,605,,,,,,,,,,,,,,
3,min,,605,605,,,,,,,,,,,,,,
4,25%,,605,605,,,,,,,,,,,,,,
5,50%,,605,605,,,,,,,,,,,,,,
6,75%,,605,605,,,,,,,,,,,,,,
7,max,,605,605,,,,,,,,,,,,,,
0,count,0.0,606,606,,,,,,,,,,,,,,
1,mean,,606,606,,,,,,,,,,,,,,
2,std,,606,606,,,,,,,,,,,,,,
3,min,,606,606,,,,,,,,,,,,,,
4,25%,,606,606,,,,,,,,,,,,,,
5,50%,,606,606,,,,,,,,,,,,,,
6,75%,,606,606,,,,,,,,,,,,,,
7,max,,606,606,,,,,,,,,,,,,,
0,count,0.0,607,607,,,,,,,,,,,,,,
1,mean,,607,607,,,,,,,,,,,,,,
2,std,,607,607,,,,,,,,,,,,,,
3,min,,607,607,,,,,,,,,,,,,,
4,25%,,607,607,,,,,,,,,,,,,,
5,50%,,607,607,,,,,,,,,,,,,,
6,75%,,607,607,,,,,,,,,,,,,,
7,max,,607,607,,,,,,,,,,,,,,
0,count,0.0,608,608,,,,,,,,,,,,,,
1,mean,,608,608,,,,,,,,,,,,,,
2,std,,608,608,,,,,,,,,,,,,,
3,min,,608,608,,,,,,,,,,,,,,
4,25%,,608,608,,,,,,,,,,,,,,
5,50%,,608,608,,,,,,,,,,,,,,
6,75%,,608,608,,,,,,,,,,,,,,
7,max,,608,608,,,,,,,,,,,,,,
0,count,0.0,609,609,,,,,,,,,,,,,,
1,mean,,609,609,,,,,,,,,,,,,,
2,std,,609,609,,,,,,,,,,,,,,
3,min,,609,609,,,,,,,,,,,,,,
4,25%,,609,609,,,,,,,,,,,,,,
5,50%,,609,609,,,,,,,,,,,,,,
6,75%,,609,609,,,,,,,,,,,,,,
7,max,,609,609,,,,,,,,,,,,,,
0,count,0.0,610,610,,,,,,,,,,,,,,
1,mean,,610,610,,,,,,,,,,,,,,
2,std,,610,610,,,,,,,,,,,,,,
3,min,,610,610,,,,,,,,,,,,,,
4,25%,,610,610,,,,,,,,,,,,,,
5,50%,,610,610,,,,,,,,,,,,,,
6,75%,,610,610,,,,,,,,,,,,,,
7,max,,610,610,,,,,,,,,,,,,,
0,count,0.0,611,611,,,,,,,,,,,,,,
1,mean,,611,611,,,,,,,,,,,,,,
2,std,,611,611,,,,,,,,,,,,,,
3,min,,611,611,,,,,,,,,,,,,,
4,25%,,611,611,,,,,,,,,,,,,,
5,50%,,611,611,,,,,,,,,,,,,,
6,75%,,611,611,,,,,,,,,,,,,,
7,max,,611,611,,,,,,,,,,,,,,
0,count,0.0,612,612,,,,,,,,,,,,,,
1,mean,,612,612,,,,,,,,,,,,,,
2,std,,612,612,,,,,,,,,,,,,,
3,min,,612,612,,,,,,,,,,,,,,
4,25%,,612,612,,,,,,,,,,,,,,
5,50%,,612,612,,,,,,,,,,,,,,
6,75%,,612,612,,,,,,,,,,,,,,
7,max,,612,612,,,,,,,,,,,,,,
0,count,0.0,613,613,,,,,,,,,,,,,,
1,mean,,613,613,,,,,,,,,,,,,,
2,std,,613,613,,,,,,,,,,,,,,
3,min,,613,613,,,,,,,,,,,,,,
4,25%,,613,613,,,,,,,,,,,,,,
5,50%,,613,613,,,,,,,,,,,,,,
6,75%,,613,613,,,,,,,,,,,,,,
7,max,,613,613,,,,,,,,,,,,,,
0,count,0.0,614,614,,,,,,,,,,,,,,
1,mean,,614,614,,,,,,,,,,,,,,
2,std,,614,614,,,,,,,,,,,,,,
3,min,,614,614,,,,,,,,,,,,,,
4,25%,,614,614,,,,,,,,,,,,,,
5,50%,,614,614,,,,,,,,,,,,,,
6,75%,,614,614,,,,,,,,,,,,,,
7,max,,614,614,,,,,,,,,,,,,,
0,count,0.0,615,615,,,,,,,,,,,,,,
1,mean,,615,615,,,,,,,,,,,,,,
2,std,,615,615,,,,,,,,,,,,,,
3,min,,615,615,,,,,,,,,,,,,,
4,25%,,615,615,,,,,,,,,,,,,,
5,50%,,615,615,,,,,,,,,,,,,,
6,75%,,615,615,,,,,,,,,,,,,,
7,max,,615,615,,,,,,,,,,,,,,
0,count,0.0,616,616,,,,,,,,,,,,,,
1,mean,,616,616,,,,,,,,,,,,,,
2,std,,616,616,,,,,,,,,,,,,,
3,min,,616,616,,,,,,,,,,,,,,
4,25%,,616,616,,,,,,,,,,,,,,
5,50%,,616,616,,,,,,,,,,,,,,
6,75%,,616,616,,,,,,,,,,,,,,
7,max,,616,616,,,,,,,,,,,,,,
0,count,0.0,617,617,,,,,,,,,,,,,,
1,mean,,617,617,,,,,,,,,,,,,,
2,std,,617,617,,,,,,,,,,,,,,
3,min,,617,617,,,,,,,,,,,,,,
4,25%,,617,617,,,,,,,,,,,,,,
5,50%,,617,617,,,,,,,,,,,,,,
6,75%,,617,617,,,,,,,,,,,,,,
7,max,,617,617,,,,,,,,,,,,,,
0,count,0.0,618,618,,,,,,,,,,,,,,
1,mean,,618,618,,,,,,,,,,,,,,
2,std,,618,618,,,,,,,,,,,,,,
3,min,,618,618,,,,,,,,,,,,,,
4,25%,,618,618,,,,,,,,,,,,,,
5,50%,,618,618,,,,,,,,,,,,,,
6,75%,,618,618,,,,,,,,,,,,,,
7,max,,618,618,,,,,,,,,,,,,,
0,count,0.0,619,619,,,,,,,,,,,,,,
1,mean,,619,619,,,,,,,,,,,,,,
2,std,,619,619,,,,,,,,,,,,,,
3,min,,619,619,,,,,,,,,,,,,,
4,25%,,619,619,,,,,,,,,,,,,,
5,50%,,619,619,,,,,,,,,,,,,,
6,75%,,619,619,,,,,,,,,,,,,,
7,max,,619,619,,,,,,,,,,,,,,
0,count,0.0,620,620,,,,,,,,,,,,,,
1,mean,,620,620,,,,,,,,,,,,,,
2,std,,620,620,,,,,,,,,,,,,,
3,min,,620,620,,,,,,,,,,,,,,
4,25%,,620,620,,,,,,,,,,,,,,
5,50%,,620,620,,,,,,,,,,,,,,
6,75%,,620,620,,,,,,,,,,,,,,
7,max,,620,620,,,,,,,,,,,,,,
0,count,0.0,621,621,,,,,,,,,,,,,,
1,mean,,621,621,,,,,,,,,,,,,,
2,std,,621,621,,,,,,,,,,,,,,
3,min,,621,621,,,,,,,,,,,,,,
4,25%,,621,621,,,,,,,,,,,,,,
5,50%,,621,621,,,,,,,,,,,,,,
6,75%,,621,621,,,,,,,,,,,,,,
7,max,,621,621,,,,,,,,,,,,,,
0,count,0.0,622,622,,,,,,,,,,,,,,
1,mean,,622,622,,,,,,,,,,,,,,
2,std,,622,622,,,,,,,,,,,,,,
3,min,,622,622,,,,,,,,,,,,,,
4,25%,,622,622,,,,,,,,,,,,,,
5,50%,,622,622,,,,,,,,,,,,,,
6,75%,,622,622,,,,,,,,,,,,,,
7,max,,622,622,,,,,,,,,,,,,,
0,count,0.0,623,623,,,,,,,,,,,,,,
1,mean,,623,623,,,,,,,,,,,,,,
2,std,,623,623,,,,,,,,,,,,,,
3,min,,623,623,,,,,,,,,,,,,,
4,25%,,623,623,,,,,,,,,,,,,,
5,50%,,623,623,,,,,,,,,,,,,,
6,75%,,623,623,,,,,,,,,,,,,,
7,max,,623,623,,,,,,,,,,,,,,
0,count,0.0,624,624,,,,,,,,,,,,,,
1,mean,,624,624,,,,,,,,,,,,,,
2,std,,624,624,,,,,,,,,,,,,,
3,min,,624,624,,,,,,,,,,,,,,
4,25%,,624,624,,,,,,,,,,,,,,
5,50%,,624,624,,,,,,,,,,,,,,
6,75%,,624,624,,,,,,,,,,,,,,
7,max,,624,624,,,,,,,,,,,,,,
0,count,0.0,625,625,,,,,,,,,,,,,,
1,mean,,625,625,,,,,,,,,,,,,,
2,std,,625,625,,,,,,,,,,,,,,
3,min,,625,625,,,,,,,,,,,,,,
4,25%,,625,625,,,,,,,,,,,,,,
5,50%,,625,625,,,,,,,,,,,,,,
6,75%,,625,625,,,,,,,,,,,,,,
7,max,,625,625,,,,,,,,,,,,,,
0,count,0.0,626,626,,,,,,,,,,,,,,
1,mean,,626,626,,,,,,,,,,,,,,
2,std,,626,626,,,,,,,,,,,,,,
3,min,,626,626,,,,,,,,,,,,,,
4,25%,,626,626,,,,,,,,,,,,,,
5,50%,,626,626,,,,,,,,,,,,,,
6,75%,,626,626,,,,,,,,,,,,,,
7,max,,626,626,,,,,,,,,,,,,,
0,count,0.0,627,627,,,,,,,,,,,,,,
1,mean,,627,627,,,,,,,,,,,,,,
2,std,,627,627,,,,,,,,,,,,,,
3,min,,627,627,,,,,,,,,,,,,,
4,25%,,627,627,,,,,,,,,,,,,,
5,50%,,627,627,,,,,,,,,,,,,,
6,75%,,627,627,,,,,,,,,,,,,,
7,max,,627,627,,,,,,,,,,,,,,
0,count,0.0,628,628,,,,,,,,,,,,,,
1,mean,,628,628,,,,,,,,,,,,,,
2,std,,628,628,,,,,,,,,,,,,,
3,min,,628,628,,,,,,,,,,,,,,
4,25%,,628,628,,,,,,,,,,,,,,
5,50%,,628,628,,,,,,,,,,,,,,
6,75%,,628,628,,,,,,,,,,,,,,
7,max,,628,628,,,,,,,,,,,,,,
0,count,0.0,629,629,,,,,,,,,,,,,,
1,mean,,629,629,,,,,,,,,,,,,,
2,std,,629,629,,,,,,,,,,,,,,
3,min,,629,629,,,,,,,,,,,,,,
4,25%,,629,629,,,,,,,,,,,,,,
5,50%,,629,629,,,,,,,,,,,,,,
6,75%,,629,629,,,,,,,,,,,,,,
7,max,,629,629,,,,,,,,,,,,,,
0,count,0.0,630,630,,,,,,,,,,,,,,
1,mean,,630,630,,,,,,,,,,,,,,
2,std,,630,630,,,,,,,,,,,,,,
3,min,,630,630,,,,,,,,,,,,,,
4,25%,,630,630,,,,,,,,,,,,,,
5,50%,,630,630,,,,,,,,,,,,,,
6,75%,,630,630,,,,,,,,,,,,,,
7,max,,630,630,,,,,,,,,,,,,,
0,count,0.0,631,631,,,,,,,,,,,,,,
1,mean,,631,631,,,,,,,,,,,,,,
2,std,,631,631,,,,,,,,,,,,,,
3,min,,631,631,,,,,,,,,,,,,,
4,25%,,631,631,,,,,,,,,,,,,,
5,50%,,631,631,,,,,,,,,,,,,,
6,75%,,631,631,,,,,,,,,,,,,,
7,max,,631,631,,,,,,,,,,,,,,
0,count,0.0,632,632,,,,,,,,,,,,,,
1,mean,,632,632,,,,,,,,,,,,,,
2,std,,632,632,,,,,,,,,,,,,,
3,min,,632,632,,,,,,,,,,,,,,
4,25%,,632,632,,,,,,,,,,,,,,
5,50%,,632,632,,,,,,,,,,,,,,
6,75%,,632,632,,,,,,,,,,,,,,
7,max,,632,632,,,,,,,,,,,,,,
0,count,0.0,633,633,,,,,,,,,,,,,,
1,mean,,633,633,,,,,,,,,,,,,,
2,std,,633,633,,,,,,,,,,,,,,
3,min,,633,633,,,,,,,,,,,,,,
4,25%,,633,633,,,,,,,,,,,,,,
5,50%,,633,633,,,,,,,,,,,,,,
6,75%,,633,633,,,,,,,,,,,,,,
7,max,,633,633,,,,,,,,,,,,,,
0,count,0.0,634,634,,,,,,,,,,,,,,
1,mean,,634,634,,,,,,,,,,,,,,
2,std,,634,634,,,,,,,,,,,,,,
3,min,,634,634,,,,,,,,,,,,,,
4,25%,,634,634,,,,,,,,,,,,,,
5,50%,,634,634,,,,,,,,,,,,,,
6,75%,,634,634,,,,,,,,,,,,,,
7,max,,634,634,,,,,,,,,,,,,,
0,count,0.0,635,635,,,,,,,,,,,,,,
1,mean,,635,635,,,,,,,,,,,,,,
2,std,,635,635,,,,,,,,,,,,,,
3,min,,635,635,,,,,,,,,,,,,,
4,25%,,635,635,,,,,,,,,,,,,,
5,50%,,635,635,,,,,,,,,,,,,,
6,75%,,635,635,,,,,,,,,,,,,,
7,max,,635,635,,,,,,,,,,,,,,
0,count,0.0,636,636,,,,,,,,,,,,,,
1,mean,,636,636,,,,,,,,,,,,,,
2,std,,636,636,,,,,,,,,,,,,,
3,min,,636,636,,,,,,,,,,,,,,
4,25%,,636,636,,,,,,,,,,,,,,
5,50%,,636,636,,,,,,,,,,,,,,
6,75%,,636,636,,,,,,,,,,,,,,
7,max,,636,636,,,,,,,,,,,,,,
0,count,0.0,637,637,,,,,,,,,,,,,,
1,mean,,637,637,,,,,,,,,,,,,,
2,std,,637,637,,,,,,,,,,,,,,
3,min,,637,637,,,,,,,,,,,,,,
4,25%,,637,637,,,,,,,,,,,,,,
5,50%,,637,637,,,,,,,,,,,,,,
6,75%,,637,637,,,,,,,,,,,,,,
7,max,,637,637,,,,,,,,,,,,,,
0,count,0.0,638,638,,,,,,,,,,,,,,
1,mean,,638,638,,,,,,,,,,,,,,
2,std,,638,638,,,,,,,,,,,,,,
3,min,,638,638,,,,,,,,,,,,,,
4,25%,,638,638,,,,,,,,,,,,,,
5,50%,,638,638,,,,,,,,,,,,,,
6,75%,,638,638,,,,,,,,,,,,,,
7,max,,638,638,,,,,,,,,,,,,,
0,count,0.0,639,639,,,,,,,,,,,,,,
1,mean,,639,639,,,,,,,,,,,,,,
2,std,,639,639,,,,,,,,,,,,,,
3,min,,639,639,,,,,,,,,,,,,,
4,25%,,639,639,,,,,,,,,,,,,,
5,50%,,639,639,,,,,,,,,,,,,,
6,75%,,639,639,,,,,,,,,,,,,,
7,max,,639,639,,,,,,,,,,,,,,
0,count,0.0,640,640,,,,,,,,,,,,,,
1,mean,,640,640,,,,,,,,,,,,,,
2,std,,640,640,,,,,,,,,,,,,,
3,min,,640,640,,,,,,,,,,,,,,
4,25%,,640,640,,,,,,,,,,,,,,
5,50%,,640,640,,,,,,,,,,,,,,
6,75%,,640,640,,,,,,,,,,,,,,
7,max,,640,640,,,,,,,,,,,,,,
0,count,0.0,641,641,,,,,,,,,,,,,,
1,mean,,641,641,,,,,,,,,,,,,,
2,std,,641,641,,,,,,,,,,,,,,
3,min,,641,641,,,,,,,,,,,,,,
4,25%,,641,641,,,,,,,,,,,,,,
5,50%,,641,641,,,,,,,,,,,,,,
6,75%,,641,641,,,,,,,,,,,,,,
7,max,,641,641,,,,,,,,,,,,,,
0,count,0.0,642,642,,,,,,,,,,,,,,
1,mean,,642,642,,,,,,,,,,,,,,
2,std,,642,642,,,,,,,,,,,,,,
3,min,,642,642,,,,,,,,,,,,,,
4,25%,,642,642,,,,,,,,,,,,,,
5,50%,,642,642,,,,,,,,,,,,,,
6,75%,,642,642,,,,,,,,,,,,,,
7,max,,642,642,,,,,,,,,,,,,,
0,count,0.0,643,643,,,,,,,,,,,,,,
1,mean,,643,643,,,,,,,,,,,,,,
2,std,,643,643,,,,,,,,,,,,,,
3,min,,643,643,,,,,,,,,,,,,,
4,25%,,643,643,,,,,,,,,,,,,,
5,50%,,643,643,,,,,,,,,,,,,,
6,75%,,643,643,,,,,,,,,,,,,,
7,max,,643,643,,,,,,,,,,,,,,
0,count,0.0,644,644,,,,,,,,,,,,,,
1,mean,,644,644,,,,,,,,,,,,,,
2,std,,644,644,,,,,,,,,,,,,,
3,min,,644,644,,,,,,,,,,,,,,
4,25%,,644,644,,,,,,,,,,,,,,
5,50%,,644,644,,,,,,,,,,,,,,
6,75%,,644,644,,,,,,,,,,,,,,
7,max,,644,644,,,,,,,,,,,,,,
0,count,0.0,645,645,,,,,,,,,,,,,,
1,mean,,645,645,,,,,,,,,,,,,,
2,std,,645,645,,,,,,,,,,,,,,
3,min,,645,645,,,,,,,,,,,,,,
4,25%,,645,645,,,,,,,,,,,,,,
5,50%,,645,645,,,,,,,,,,,,,,
6,75%,,645,645,,,,,,,,,,,,,,
7,max,,645,645,,,,,,,,,,,,,,
0,count,0.0,646,646,,,,,,,,,,,,,,
1,mean,,646,646,,,,,,,,,,,,,,
2,std,,646,646,,,,,,,,,,,,,,
3,min,,646,646,,,,,,,,,,,,,,
4,25%,,646,646,,,,,,,,,,,,,,
5,50%,,646,646,,,,,,,,,,,,,,
6,75%,,646,646,,,,,,,,,,,,,,
7,max,,646,646,,,,,,,,,,,,,,
0,count,0.0,647,647,,,,,,,,,,,,,,
1,mean,,647,647,,,,,,,,,,,,,,
2,std,,647,647,,,,,,,,,,,,,,
3,min,,647,647,,,,,,,,,,,,,,
4,25%,,647,647,,,,,,,,,,,,,,
5,50%,,647,647,,,,,,,,,,,,,,
6,75%,,647,647,,,,,,,,,,,,,,
7,max,,647,647,,,,,,,,,,,,,,
0,count,0.0,648,648,,,,,,,,,,,,,,
1,mean,,648,648,,,,,,,,,,,,,,
2,std,,648,648,,,,,,,,,,,,,,
3,min,,648,648,,,,,,,,,,,,,,
4,25%,,648,648,,,,,,,,,,,,,,
5,50%,,648,648,,,,,,,,,,,,,,
6,75%,,648,648,,,,,,,,,,,,,,
7,max,,648,648,,,,,,,,,,,,,,
0,count,0.0,649,649,,,,,,,,,,,,,,
1,mean,,649,649,,,,,,,,,,,,,,
2,std,,649,649,,,,,,,,,,,,,,
3,min,,649,649,,,,,,,,,,,,,,
4,25%,,649,649,,,,,,,,,,,,,,
5,50%,,649,649,,,,,,,,,,,,,,
6,75%,,649,649,,,,,,,,,,,,,,
7,max,,649,649,,,,,,,,,,,,,,
0,count,0.0,650,650,,,,,,,,,,,,,,
1,mean,,650,650,,,,,,,,,,,,,,
2,std,,650,650,,,,,,,,,,,,,,
3,min,,650,650,,,,,,,,,,,,,,
4,25%,,650,650,,,,,,,,,,,,,,
5,50%,,650,650,,,,,,,,,,,,,,
6,75%,,650,650,,,,,,,,,,,,,,
7,max,,650,650,,,,,,,,,,,,,,
0,count,0.0,651,651,,,,,,,,,,,,,,
1,mean,,651,651,,,,,,,,,,,,,,
2,std,,651,651,,,,,,,,,,,,,,
3,min,,651,651,,,,,,,,,,,,,,
4,25%,,651,651,,,,,,,,,,,,,,
5,50%,,651,651,,,,,,,,,,,,,,
6,75%,,651,651,,,,,,,,,,,,,,
7,max,,651,651,,,,,,,,,,,,,,
0,count,0.0,652,652,,,,,,,,,,,,,,
1,mean,,652,652,,,,,,,,,,,,,,
2,std,,652,652,,,,,,,,,,,,,,
3,min,,652,652,,,,,,,,,,,,,,
4,25%,,652,652,,,,,,,,,,,,,,
5,50%,,652,652,,,,,,,,,,,,,,
6,75%,,652,652,,,,,,,,,,,,,,
7,max,,652,652,,,,,,,,,,,,,,
0,count,0.0,653,653,,,,,,,,,,,,,,
1,mean,,653,653,,,,,,,,,,,,,,
2,std,,653,653,,,,,,,,,,,,,,
3,min,,653,653,,,,,,,,,,,,,,
4,25%,,653,653,,,,,,,,,,,,,,
5,50%,,653,653,,,,,,,,,,,,,,
6,75%,,653,653,,,,,,,,,,,,,,
7,max,,653,653,,,,,,,,,,,,,,
0,count,0.0,654,654,,,,,,,,,,,,,,
1,mean,,654,654,,,,,,,,,,,,,,
2,std,,654,654,,,,,,,,,,,,,,
3,min,,654,654,,,,,,,,,,,,,,
4,25%,,654,654,,,,,,,,,,,,,,
5,50%,,654,654,,,,,,,,,,,,,,
6,75%,,654,654,,,,,,,,,,,,,,
7,max,,654,654,,,,,,,,,,,,,,
0,count,0.0,655,655,,,,,,,,,,,,,,
1,mean,,655,655,,,,,,,,,,,,,,
2,std,,655,655,,,,,,,,,,,,,,
3,min,,655,655,,,,,,,,,,,,,,
4,25%,,655,655,,,,,,,,,,,,,,
5,50%,,655,655,,,,,,,,,,,,,,
6,75%,,655,655,,,,,,,,,,,,,,
7,max,,655,655,,,,,,,,,,,,,,
0,count,0.0,656,656,,,,,,,,,,,,,,
1,mean,,656,656,,,,,,,,,,,,,,
2,std,,656,656,,,,,,,,,,,,,,
3,min,,656,656,,,,,,,,,,,,,,
4,25%,,656,656,,,,,,,,,,,,,,
5,50%,,656,656,,,,,,,,,,,,,,
6,75%,,656,656,,,,,,,,,,,,,,
7,max,,656,656,,,,,,,,,,,,,,
0,count,0.0,657,657,,,,,,,,,,,,,,
1,mean,,657,657,,,,,,,,,,,,,,
2,std,,657,657,,,,,,,,,,,,,,
3,min,,657,657,,,,,,,,,,,,,,
4,25%,,657,657,,,,,,,,,,,,,,
5,50%,,657,657,,,,,,,,,,,,,,
6,75%,,657,657,,,,,,,,,,,,,,
7,max,,657,657,,,,,,,,,,,,,,
0,count,0.0,658,658,,,,,,,,,,,,,,
1,mean,,658,658,,,,,,,,,,,,,,
2,std,,658,658,,,,,,,,,,,,,,
3,min,,658,658,,,,,,,,,,,,,,
4,25%,,658,658,,,,,,,,,,,,,,
5,50%,,658,658,,,,,,,,,,,,,,
6,75%,,658,658,,,,,,,,,,,,,,
7,max,,658,658,,,,,,,,,,,,,,
0,count,0.0,659,659,,,,,,,,,,,,,,
1,mean,,659,659,,,,,,,,,,,,,,
2,std,,659,659,,,,,,,,,,,,,,
3,min,,659,659,,,,,,,,,,,,,,
4,25%,,659,659,,,,,,,,,,,,,,
5,50%,,659,659,,,,,,,,,,,,,,
6,75%,,659,659,,,,,,,,,,,,,,
7,max,,659,659,,,,,,,,,,,,,,
0,count,0.0,660,660,,,,,,,,,,,,,,
1,mean,,660,660,,,,,,,,,,,,,,
2,std,,660,660,,,,,,,,,,,,,,
3,min,,660,660,,,,,,,,,,,,,,
4,25%,,660,660,,,,,,,,,,,,,,
5,50%,,660,660,,,,,,,,,,,,,,
6,75%,,660,660,,,,,,,,,,,,,,
7,max,,660,660,,,,,,,,,,,,,,
0,count,0.0,661,661,,,,,,,,,,,,,,
